gender,age,married,education,value_main_house,future_expenses,%_spend_future_win,risk,tot_amm_year_retirement_plans,tot_value_retirement_plans,tot_income_month,tot_loans_rest,tot_amm_acc,port_inv_val,ann_inv_income,monthly_expenses
1.0,72.0,2.0,13.0,513.651,3.0,80.0,3.0,0.36,15.0,2.575,0.0,40.0,500.0,25.0,5.1
1.0,47.0,2.0,8.0,78.862,3.0,10.0,4.0,0.72,2.7,2.4,0.0,9.0,0.0,0.0,1.9
1.0,64.0,2.0,2.0,90.0,3.0,0.0,4.0,0.36,15.0,1.195,0.25,0.0,4.0,0.0,0.943
1.0,59.0,2.0,6.0,200.0,3.0,100.0,3.0,0.06,79.0,0.0,0.0,15.0,90.0,0.0,1.0
2.0,72.0,2.0,3.0,350.0,3.0,100.0,4.0,0.36,15.0,0.0,0.0,12.948,0.0,0.0,1.0
1.0,74.0,6.0,8.0,150.253,3.0,30.0,4.0,0.36,15.0,1.793,0.0,50.0,0.0,0.0,1.361
2.0,55.0,2.0,6.0,102.774,3.0,50.0,4.0,0.0,6.0,1.167,0.0,2.396,0.0,0.0,0.9
1.0,37.0,2.0,4.0,100.0,1.0,50.0,4.0,0.36,15.0,1.854,120.0,6.5,0.0,0.0,1.301
1.0,67.0,2.0,11.0,300.0,3.0,100.0,3.0,0.36,15.0,2.9,0.0,3.0,925.0,3.0,1.4
2.0,55.0,5.0,11.0,500.0,1.0,0.0,3.0,0.36,15.0,2.75,0.0,44.337,657.195,9.807,5.0
1.0,65.0,3.0,8.0,50.0,1.0,0.0,3.0,0.36,15.0,1.188,3.337,0.0,0.0,0.0,0.5
1.0,54.0,2.0,11.0,500.0,3.0,50.0,2.0,1.52,51.4272,10.661,2807.191,14.465,7850.725,17.04,7.671
2.0,38.0,2.0,8.0,0.0,1.0,0.0,4.0,0.36,15.0,0.95,5.0,5.0,0.0,0.0,1.25
1.0,45.0,1.0,10.0,132.49,3.0,0.0,3.0,3.0,22.271,2.65,83.824,5.0,211.104,2.141,1.9325
2.0,54.0,5.0,12.0,180.0,1.0,35.0,4.0,0.36,15.0,4.833,35.0,0.5,0.0,0.0,1.13
1.0,58.0,2.0,10.0,350.0,3.0,0.0,4.0,1.0,12.0,5.083,90.0,43.0,300.0,24.0,2.23
2.0,66.0,6.0,2.0,120.202,1.0,50.0,4.0,0.36,15.0,0.64,0.0,0.3,0.0,0.0,0.5
1.0,63.0,2.0,12.0,750.0,3.0,100.0,3.0,1.6,21.2046,2.2,0.0,75.0,115.0,0.3,1.7
1.0,49.0,2.0,11.0,250.0,2.0,20.0,3.0,6.0,75.0,6.0,0.0,25.0,173.497,1.5,2.532
2.0,54.0,5.0,8.0,118.637,1.0,50.0,4.0,0.36,15.0,1.3,0.0,1.0,0.0,0.0,0.8
1.0,42.0,2.0,4.0,152.977,1.0,100.0,4.0,0.0,4.0,2.0,0.0,0.809,0.0,0.0,0.7
2.0,85.0,6.0,1.0,90.152,3.0,50.0,4.0,0.36,15.0,0.7,0.0,3.0,2.0,0.0,1.038
1.0,62.0,4.0,11.0,600.0,3.0,100.0,2.0,4.0,100.0,9.0,0.0,100.0,5106.974,18.701,2.5
2.0,58.0,2.0,13.0,500.0,3.0,0.0,3.0,2.5,15.0,5.842,155.835,87.496,0.0,0.0,4.091
2.0,70.0,1.0,11.0,250.0,3.0,50.0,4.0,0.36,15.0,0.2,0.0,52.0,656.109,1.5,0.97
1.0,76.0,4.0,2.0,0.0,3.0,100.0,1.0,0.36,15.0,0.366,0.0,0.1,0.0,0.0,0.491
1.0,77.0,2.0,1.0,0.0,3.0,0.0,4.0,0.36,15.0,1.864,0.0,0.735,0.0,0.0,1.156
2.0,38.0,1.0,8.0,150.253,2.0,50.0,4.0,0.36,15.0,2.9,160.0,15.0,0.0,0.0,1.534
1.0,70.0,2.0,4.0,200.0,3.0,100.0,3.0,0.0,16.0,1.1,0.0,21.0,25.831,0.0,2.0
1.0,42.0,2.0,11.0,0.0,2.0,50.0,3.0,0.36,15.0,0.0,3.06,0.5,0.0,0.0,1.245
2.0,45.0,2.0,9.0,0.0,3.0,25.0,4.0,0.36,15.0,0.5,16.0,7.0,0.0,0.0,0.788
1.0,50.0,2.0,8.0,60.0,1.0,50.0,4.0,0.36,15.0,1.339,0.0,3.303,0.0,0.0,1.2
2.0,79.0,6.0,2.0,54.861,1.0,100.0,4.0,0.36,15.0,0.3,0.0,1.0,0.0,0.0,0.445
2.0,42.0,2.0,10.0,200.0,1.0,100.0,3.0,1.1,2.2,2.0,160.0,5.0,0.0,0.0,1.5
2.0,83.0,6.0,4.0,0.0,1.0,100.0,4.0,0.36,15.0,1.133,0.0,24.045,0.0,0.0,0.415
1.0,37.0,1.0,4.0,60.548,1.0,100.0,3.0,0.36,2.9,1.35,52.208,1.5,0.0,0.0,0.792
1.0,65.0,2.0,2.0,180.304,1.0,0.0,4.0,0.36,15.0,2.5,60.0,2.0,0.0,0.0,1.08
1.0,80.0,2.0,2.0,0.0,1.0,0.0,4.0,0.36,15.0,0.611,0.0,0.916,0.0,0.0,0.866
1.0,68.0,2.0,11.0,180.0,3.0,50.0,4.0,0.36,15.0,2.875,0.0,35.0,6.0,0.25,1.3
2.0,36.0,2.0,10.0,0.0,1.0,50.0,4.0,0.0,0.2,2.2,0.0,12.0,0.0,0.0,1.5
1.0,72.0,2.0,2.0,125.288,1.0,0.0,4.0,0.36,15.0,1.9,0.0,10.0,160.597,0.0,1.2
2.0,43.0,2.0,8.0,0.0,1.0,0.0,4.0,0.36,15.0,0.768,9.147,6.0,0.0,0.0,0.747
2.0,44.0,5.0,10.0,0.0,3.0,0.0,4.0,0.36,15.0,2.5,0.0,1.6,0.0,0.0,0.85
2.0,68.0,1.0,11.0,150.0,3.0,50.0,3.0,0.0,60.0,2.615,0.0,300.0,180.0,0.605,1.03
1.0,55.0,2.0,13.0,220.0,2.0,0.0,3.0,0.36,15.0,3.3,0.0,18.0,160.597,0.0,3.0
1.0,62.0,2.0,6.0,250.0,1.0,0.0,4.0,0.36,15.0,0.0,0.0,30.0,22.0,0.0,0.35
1.0,67.0,2.0,2.0,60.0,3.0,70.0,4.0,0.36,15.0,1.16,4.145,5.0,0.0,0.0,1.068
1.0,56.0,2.0,10.0,800.0,2.0,100.0,4.0,0.36,15.0,2.7,0.0,25.0,0.0,0.0,1.0
1.0,64.0,1.0,2.0,180.0,3.0,30.0,4.0,0.36,15.0,0.8,2.0,1.5,0.0,0.0,0.65
1.0,60.0,2.0,8.0,120.0,1.0,20.0,4.0,0.36,15.0,1.028,0.648,69.0,60.0,0.8,1.169
2.0,42.0,2.0,4.0,160.0,2.0,100.0,4.0,0.36,15.0,0.0,72.274,0.3,0.0,0.0,1.145
1.0,66.0,2.0,8.0,300.506,2.0,30.0,4.0,0.36,15.0,1.1,16.5,0.8,0.0,0.0,1.6
1.0,68.0,2.0,11.0,200.0,3.0,50.0,4.0,0.36,15.0,2.65,40.0,25.0,170.597,0.3,1.99
1.0,27.0,1.0,11.0,163.0,1.0,35.0,4.0,0.0,4.0,2.5,92.098,30.0,0.0,0.0,2.071
1.0,45.0,1.0,3.0,0.0,1.0,30.0,4.0,0.36,15.0,0.72,0.0,0.17,0.0,0.0,1.3
1.0,49.0,2.0,11.0,400.0,2.0,30.0,4.0,8.0,120.0,9.8,72.8,35.0,220.597,4.5,3.205
1.0,43.0,2.0,6.0,250.0,3.0,0.0,4.0,0.36,15.0,3.2,202.0,1.0,18.0,0.15,1.956
2.0,29.0,1.0,8.0,54.091,3.0,10.0,1.0,0.36,15.0,0.4,24.04,8.0,0.0,0.0,1.12
2.0,42.0,2.0,12.0,120.0,1.0,0.0,3.0,0.36,15.0,1.8,32.415,2.0,0.0,0.0,1.039
2.0,65.0,5.0,11.0,360.0,3.0,100.0,3.0,0.0,102.0,2.55,0.0,16.5,410.093,0.05,2.0
2.0,75.0,6.0,1.0,0.0,3.0,100.0,4.0,0.36,15.0,0.8,0.0,0.0,0.0,0.0,1.15
1.0,60.0,2.0,2.0,20.0,3.0,0.0,4.0,0.36,15.0,0.7,0.0,3.0,0.0,0.0,0.271
1.0,54.0,2.0,11.0,95.0,3.0,80.0,4.0,0.36,15.0,1.3,8.0,7.0,0.0,0.0,1.114
1.0,75.0,2.0,10.0,78.132,3.0,20.0,4.0,0.36,15.0,2.0,0.0,30.0,7.0,0.0,2.46
1.0,66.0,2.0,11.0,500.0,3.0,0.0,3.0,0.36,15.0,2.005,8.892,16.121,610.0,0.05,2.258
1.0,85.0,2.0,2.0,36.061,3.0,100.0,4.0,0.36,15.0,0.9,0.0,0.5,0.0,0.0,0.7
1.0,77.0,2.0,13.0,600.0,3.0,34.0,4.0,0.36,15.0,5.0,0.0,10.0,600.0,2.0,3.0
1.0,40.0,2.0,8.0,0.0,1.0,20.0,4.0,0.36,15.0,0.0,0.0,8.826,0.0,0.0,0.7
2.0,54.0,2.0,2.0,60.101,1.0,0.0,4.0,0.36,15.0,1.182,0.0,0.5,0.0,0.0,1.5
1.0,45.0,2.0,6.0,0.0,3.0,80.0,4.0,0.0,1.3,3.391,1.6,1.2,0.0,0.0,1.209
1.0,66.0,2.0,2.0,170.0,3.0,100.0,4.0,0.36,15.0,1.5,17.0,3.25,0.0,0.0,1.455
1.0,69.0,2.0,11.0,330.12,1.0,50.0,3.0,0.0,27.5,2.56,0.0,30.0,422.0,5.0,3.0
1.0,67.0,2.0,10.0,800.0,3.0,0.0,3.0,0.36,15.0,8.15,0.0,76.558,1065.31,4.0,4.0
2.0,48.0,5.0,5.0,150.0,3.0,0.0,4.0,0.36,15.0,1.6,70.0,0.5,0.0,0.0,2.49
1.0,41.0,1.0,4.0,0.0,3.0,5.0,4.0,0.36,15.0,0.659,0.0,51.0,0.002,0.0,0.45
1.0,19.0,1.0,4.0,0.0,3.0,20.0,4.0,0.36,15.0,0.3,0.6,0.7,0.0,0.0,0.963
2.0,47.0,2.0,12.0,300.0,3.0,20.0,3.0,0.0,3.5,0.0,0.0,40.0,0.0,0.0,1.348
1.0,48.0,5.0,2.0,0.0,2.0,100.0,4.0,0.36,15.0,2.075,2.0,0.0,0.0,0.0,0.5
2.0,82.0,2.0,2.0,79.307,3.0,0.0,4.0,0.36,15.0,0.0,2.5,0.6,0.0,0.0,1.35
1.0,62.0,2.0,11.0,327.501,3.0,25.0,4.0,0.36,15.0,2.75,0.0,120.0,178.0,0.235,1.0
1.0,51.0,2.0,4.0,180.0,1.0,50.0,4.0,0.6,5.6,2.1,48.798,4.0,3.0,0.025,2.62
2.0,56.0,4.0,4.0,0.0,2.0,50.0,4.0,0.36,15.0,0.36,0.0,0.5,0.0,0.0,0.356
1.0,54.0,1.0,8.0,35.0,3.0,30.0,4.0,0.36,15.0,0.677,0.0,0.488,0.0,0.0,0.418
1.0,48.0,2.0,10.0,180.0,3.0,100.0,4.0,0.36,15.0,3.0,0.0,25.0,0.0,0.0,0.96
2.0,80.0,6.0,5.0,250.0,3.0,15.0,4.0,0.36,15.0,1.6,1.5,1.1,4.079,1.0,0.893
2.0,45.0,2.0,2.0,54.091,3.0,1.0,4.0,0.36,15.0,0.0,0.0,12.0,0.0,0.0,1.58
2.0,39.0,3.0,11.0,0.0,3.0,50.0,3.0,1.0,4.0,2.197,0.0,12.155,0.0,0.0,2.05
2.0,37.0,2.0,10.0,186.314,1.0,0.0,4.0,0.36,15.0,2.125,108.0,2.0,0.0,0.0,1.753
2.0,50.0,5.0,6.0,80.0,1.0,40.0,4.0,0.0,7.3,2.75,41.0,30.0,0.0,0.0,2.148
1.0,34.0,1.0,11.0,185.0,3.0,0.0,3.0,0.36,15.0,0.0,145.6,9.0,0.0,0.0,1.48
1.0,62.0,2.0,2.0,102.172,1.0,50.0,4.0,1.2,12.0,1.207,0.0,20.0,0.0,0.0,1.0
2.0,72.0,1.0,6.0,0.0,1.0,20.0,4.0,0.36,15.0,2.459,0.0,3.0,0.0,0.0,1.048
1.0,52.0,2.0,11.0,240.0,2.0,50.0,4.0,0.4,5.0,4.083,0.0,70.0,160.617,0.001,3.3
1.0,50.0,5.0,8.0,0.0,3.0,10.0,4.0,0.36,15.0,1.013,0.7,48.0,0.0,0.0,1.262
2.0,53.0,1.0,12.0,150.253,1.0,50.0,4.0,0.36,15.0,2.1,0.0,11.0,0.0,0.0,0.78
1.0,70.0,2.0,11.0,400.0,3.0,15.0,4.0,0.36,15.0,1.06,0.0,7.0,0.0,0.0,1.3
1.0,60.0,2.0,5.0,65.0,3.0,0.0,4.0,0.6,8.0,2.0,2.4,0.3,0.0,0.0,1.261
1.0,37.0,2.0,8.0,100.0,2.0,0.0,4.0,0.36,15.0,3.0,78.05,3.5,0.0,0.0,2.417
1.0,47.0,2.0,6.0,100.0,3.0,30.0,4.0,0.72,13.5,2.3,88.0,22.0,0.0,0.0,1.21
1.0,57.0,2.0,11.0,1200.0,3.0,50.0,3.0,0.36,15.0,20.0,0.0,250.0,70.0,1.0,11.0
1.0,85.0,2.0,2.0,150.253,3.0,100.0,4.0,0.36,15.0,0.92,0.0,9.0,160.597,0.0,0.064
1.0,61.0,2.0,5.0,181.954,1.0,50.0,4.0,0.36,15.0,1.867,0.0,15.0,0.0,0.0,0.9
1.0,78.0,2.0,11.0,0.0,3.0,65.0,4.0,0.36,15.0,2.2,0.0,100.0,460.0,2.0,3.8
1.0,49.0,2.0,10.0,168.283,3.0,25.0,4.0,0.3,4.5,2.0,0.0,12.0,0.0,0.0,0.7
1.0,38.0,2.0,11.0,150.0,1.0,50.0,3.0,0.0,4.0,4.0,107.0,2.0,0.0,0.0,2.1
1.0,77.0,3.0,11.0,800.0,3.0,75.0,3.0,0.36,15.0,2.55,9.0,12.0,0.0,0.0,5.07
1.0,69.0,2.0,11.0,220.0,2.0,25.0,3.0,0.36,15.0,0.65,0.0,100.0,500.0,29.329,2.5
1.0,85.0,2.0,2.0,250.0,3.0,0.0,4.0,0.36,15.0,1.206,0.0,44.074,0.0,0.0,1.37
1.0,55.0,2.0,2.0,40.0,3.0,25.0,4.0,0.36,15.0,0.0,0.0,24.0,6.0,0.036,1.2
1.0,39.0,2.0,12.0,260.0,1.0,0.0,2.0,0.3,6.6195,2.3,226.09,0.0,0.0,0.0,2.51
2.0,62.0,4.0,7.0,225.937,3.0,0.0,4.0,1.0,4.0,1.418,0.0,10.87,0.0,0.0,0.819
1.0,73.0,2.0,11.0,800.0,3.0,0.0,3.0,0.36,15.0,2.73,0.0,1.035,428.0,2.3,1.0
1.0,58.0,2.0,7.0,180.0,3.0,100.0,4.0,0.96,4.471,2.7,0.0,8.0,0.0,0.0,1.1
1.0,77.0,2.0,8.0,200.0,1.0,0.0,4.0,0.36,15.0,1.75,0.0,4.0,14.0,0.0,1.35
1.0,58.0,2.0,10.0,90.0,1.0,50.0,3.0,0.36,15.0,3.556,0.0,70.0,36.0,0.1,1.1
1.0,57.0,2.0,11.0,300.0,2.0,50.0,3.0,5.0,8.654,0.0,0.0,12.486,1612.7,10.232,1.75
2.0,61.0,5.0,12.0,781.316,3.0,0.0,4.0,5.1,27.0,2.45,0.0,7.0,0.0,0.0,0.81
1.0,50.0,2.0,6.0,120.0,1.0,50.0,3.0,0.0,12.0,3.514,2.1,1.5,0.0,0.0,1.854
2.0,61.0,2.0,11.0,540.911,3.0,95.0,3.0,1.7,39.0805,4.666,0.0,25.0,230.677,0.864,3.5
1.0,43.0,2.0,6.0,0.0,1.0,25.0,4.0,0.36,15.0,1.2,13.0,0.001,0.0,0.0,1.267
1.0,76.0,2.0,11.0,180.304,3.0,100.0,4.0,0.36,15.0,1.082,0.0,15.0,0.0,0.0,1.25
1.0,39.0,2.0,6.0,0.0,1.0,0.0,3.0,0.36,15.0,2.567,0.0,23.0,0.0,0.0,1.95
1.0,59.0,2.0,4.0,0.0,1.0,0.0,2.0,0.36,15.0,0.846,0.0,0.4,0.0,0.0,0.565
2.0,48.0,1.0,2.0,0.0,1.0,50.0,4.0,0.36,15.0,1.686,0.0,0.1,0.0,0.0,1.361
1.0,85.0,6.0,11.0,350.0,1.0,0.0,4.0,0.36,15.0,2.573,0.0,34.147,129.114,6.24,2.904
2.0,57.0,2.0,8.0,250.0,1.0,100.0,4.0,0.36,15.0,0.7,7.574,1.0,0.0,0.0,2.269
1.0,65.0,2.0,4.0,160.0,1.0,25.0,4.0,0.36,15.0,1.18,0.0,2.0,0.0,0.0,1.0
2.0,41.0,2.0,10.0,330.557,3.0,0.0,3.0,0.36,15.0,0.0,90.0,2.846,0.0,0.0,1.9
2.0,82.0,2.0,6.0,150.0,3.0,50.0,4.0,0.36,15.0,0.0,0.0,0.6,0.0,0.0,0.85
2.0,83.0,1.0,11.0,286.117,3.0,100.0,4.0,0.36,15.0,1.34,0.0,62.986,0.0,0.0,1.2
1.0,77.0,2.0,2.0,100.0,3.0,50.0,4.0,0.36,15.0,2.325,0.0,10.0,0.0,0.0,0.44
2.0,85.0,6.0,10.0,183.605,1.0,0.0,4.0,0.36,15.0,2.232,0.0,200.0,86.863,1.475,1.21
2.0,59.0,1.0,6.0,210.0,3.0,100.0,4.0,0.36,15.0,1.4,0.0,6.0,0.0,0.0,1.0
2.0,66.0,2.0,2.0,42.071,1.0,0.0,3.0,0.36,15.0,0.369,11.0,1.2,0.0,0.0,1.382
1.0,74.0,2.0,6.0,100.0,1.0,0.0,3.0,0.36,15.0,0.602,0.0,10.0,0.0,0.0,1.2
1.0,67.0,2.0,11.0,945.286,3.0,0.0,3.0,0.0,150.0,2.766,100.0,250.0,2396.877,50.0,2.371
1.0,62.0,1.0,2.0,100.0,2.0,100.0,4.0,0.36,15.0,1.247,0.0,15.0,0.0,0.0,1.0
1.0,52.0,2.0,8.0,139.5,1.0,80.0,4.0,0.36,15.0,0.954,30.0,7.0,0.0,0.0,1.38
2.0,54.0,1.0,2.0,53.327,3.0,0.0,4.0,0.36,15.0,0.37,0.0,1.232,0.0,0.0,0.399
1.0,69.0,2.0,11.0,400.0,3.0,0.0,3.0,0.36,15.0,4.213,0.0,50.0,1600.0,34.0,1.5
2.0,42.0,2.0,11.0,130.0,3.0,50.0,3.0,0.36,15.0,1.854,102.0,4.0,6.0,0.051,2.481
2.0,61.0,3.0,10.0,145.0,3.0,35.0,4.0,0.36,15.0,1.047,42.92,28.478,0.0,0.0,3.48
1.0,57.0,2.0,9.0,70.405,3.0,50.0,4.0,0.36,15.0,0.0,1.5,5.0,0.0,0.0,1.12
1.0,38.0,2.0,12.0,190.0,3.0,15.0,2.0,0.36,15.0,5.6,161.0,9.0,0.4,0.02,2.143
1.0,32.0,1.0,4.0,70.0,1.0,0.0,3.0,0.36,15.0,1.5,71.2,0.2,0.0,0.0,1.31
1.0,63.0,2.0,2.0,80.0,3.0,0.0,4.0,0.5,3.5,3.033,28.0,3.0,161.847,0.0,1.257
2.0,85.0,6.0,2.0,0.0,1.0,100.0,4.0,0.36,15.0,0.967,0.0,8.0,0.0,0.0,1.5
1.0,85.0,2.0,2.0,102.548,3.0,0.0,4.0,0.36,15.0,0.665,0.0,1.3,0.0,0.0,0.8
2.0,28.0,1.0,11.0,0.0,1.0,50.0,4.0,0.36,15.0,2.086,0.0,40.0,0.0,0.0,0.86
2.0,81.0,6.0,6.0,601.012,1.0,100.0,3.0,0.36,15.0,1.5,0.0,3.0,164.162,0.675,1.5
2.0,51.0,2.0,11.0,800.0,2.0,100.0,4.0,7.0,15.0,0.0,0.0,60.0,0.0,0.0,4.0
1.0,60.0,1.0,2.0,60.0,3.0,100.0,4.0,0.36,15.0,0.0,3.0,0.0,0.0,0.0,0.415
1.0,74.0,2.0,2.0,120.0,3.0,40.0,4.0,0.36,15.0,1.024,0.0,0.759,0.0,0.0,1.2
2.0,74.0,2.0,2.0,72.121,1.0,20.0,4.0,0.36,15.0,0.3,0.0,2.276,0.0,0.0,0.19
1.0,75.0,2.0,4.0,210.0,3.0,20.0,4.0,0.36,15.0,2.0,14.32,1.3,0.0,0.0,1.08
1.0,56.0,2.0,6.0,300.0,1.0,100.0,4.0,0.0,27.0,2.2,0.0,30.0,0.0,0.0,1.6
1.0,66.0,2.0,11.0,120.0,3.0,50.0,3.0,0.36,15.0,3.75,0.0,20.0,10.0,0.5,1.4
1.0,69.0,2.0,10.0,600.0,1.0,50.0,3.0,1.6,60.0,0.8,0.0,350.0,180.0,2.0,2.78
2.0,75.0,1.0,4.0,187.343,1.0,100.0,4.0,0.36,15.0,0.945,0.0,6.11,25.664,0.0,0.4
1.0,54.0,2.0,11.0,178.0,1.0,0.0,4.0,0.36,15.0,0.0,23.0,50.0,0.0,0.0,2.55
1.0,39.0,2.0,6.0,0.0,1.0,100.0,4.0,0.0,3.5,2.2,14.955,4.0,0.0,0.0,2.382
1.0,41.0,1.0,11.0,200.0,3.0,0.0,4.0,0.36,7.0,3.3,0.0,64.0,0.0,0.0,3.0
1.0,72.0,2.0,10.0,1000.0,2.0,100.0,3.0,0.0,5.1,2.42,0.0,10.0,29.0,1.0,3.68
1.0,59.0,1.0,10.0,85.0,2.0,100.0,4.0,0.36,15.0,2.5,3.85,2.0,3.0,0.0,2.22
1.0,52.0,2.0,11.0,220.0,3.0,60.0,4.0,0.36,15.0,1.9,0.0,15.0,0.84,0.02,1.5
2.0,85.0,6.0,2.0,40.0,3.0,100.0,4.0,0.36,15.0,0.52,0.0,11.0,0.0,0.0,0.44
2.0,75.0,5.0,2.0,52.191,3.0,0.0,4.0,0.36,15.0,0.24,0.0,0.279,0.0,0.0,0.75
2.0,55.0,2.0,2.0,250.0,1.0,50.0,4.0,0.36,15.0,1.3,14.4,21.0,0.0,0.0,1.246
2.0,54.0,1.0,11.0,170.0,3.0,70.0,4.0,0.3,7.5295,3.67,82.029,12.155,0.0,0.0,1.447
1.0,73.0,6.0,2.0,300.0,3.0,0.0,4.0,0.36,15.0,1.633,0.0,70.0,320.597,0.0,0.9
1.0,85.0,2.0,2.0,50.0,3.0,100.0,4.0,0.36,15.0,1.246,0.0,7.0,0.0,0.0,0.47
1.0,67.0,2.0,4.0,300.506,3.0,50.0,4.0,0.36,15.0,1.225,0.0,30.0,100.0,0.951,2.0
1.0,68.0,2.0,10.0,70.0,3.0,50.0,4.0,0.36,15.0,2.45,0.0,40.0,0.0,0.0,1.4
1.0,58.0,1.0,8.0,350.0,3.0,50.0,4.0,0.36,15.0,0.0,74.125,20.0,0.0,0.0,1.95
1.0,81.0,2.0,6.0,175.578,1.0,50.0,4.0,0.36,15.0,2.477,0.0,0.649,0.0,0.0,0.974
1.0,72.0,2.0,10.0,350.0,1.0,0.0,4.0,0.36,15.0,1.8,73.6,120.0,0.012,0.0,1.362
2.0,54.0,1.0,8.0,150.253,3.0,30.0,4.0,0.36,15.0,0.0,5.8,0.253,0.0,0.0,2.341
2.0,83.0,1.0,2.0,100.0,3.0,0.0,4.0,0.36,15.0,0.63,0.0,13.0,0.0,0.0,0.11
2.0,79.0,6.0,3.0,0.0,1.0,20.0,4.0,0.36,15.0,1.609,0.0,9.0,0.0,0.0,0.98
2.0,53.0,1.0,11.0,119.97,3.0,50.0,4.0,0.792,5.831333333333333,3.476,0.0,60.0,7.37,0.0,1.2
1.0,52.0,2.0,6.0,175.0,1.0,100.0,4.0,0.0,3.5,1.62,12.0,2.216,0.0,0.0,1.064
2.0,64.0,6.0,6.0,60.0,3.0,50.0,4.0,0.36,15.0,1.015,4.0,10.0,0.0,0.0,0.718
2.0,57.0,4.0,11.0,4000.0,2.0,10.0,3.0,0.0,4.0,2.3,50.0,25.0,10000.0,79.456,6.45
1.0,77.0,2.0,6.0,120.0,1.0,100.0,4.0,0.36,15.0,0.912,0.0,8.0,11.5,0.0,0.76
2.0,35.0,5.0,4.0,50.0,3.0,0.0,2.0,0.36,15.0,1.0,128.506,6.0,0.001,0.0,0.95
2.0,39.0,2.0,11.0,135.0,1.0,50.0,4.0,0.36,15.0,0.0,0.0,3.0,0.0,0.0,3.0
1.0,48.0,2.0,8.0,100.0,1.0,0.0,1.0,0.36,15.0,0.0,0.0,30.0,500.0,0.0,0.85
1.0,69.0,3.0,11.0,150.0,3.0,100.0,4.0,0.36,15.0,0.73,0.0,150.0,0.0,0.0,1.5
1.0,74.0,2.0,12.0,253.0,3.0,100.0,3.0,0.36,15.0,2.64,0.0,40.0,30.0,1.0,3.0
1.0,74.0,2.0,4.0,56.397,1.0,50.0,4.0,0.36,15.0,1.35,0.0,2.0,0.0,0.0,0.9
2.0,57.0,2.0,10.0,400.0,3.0,100.0,3.0,4.1,80.0,3.6,0.0,125.0,430.0,0.0,4.0
1.0,45.0,2.0,11.0,1400.0,1.0,50.0,3.0,8.0,160.0,19.5,0.0,1500.0,8300.0,150.0,15.0
2.0,81.0,6.0,1.0,120.0,3.0,100.0,4.0,0.36,15.0,1.5,0.5,0.571,0.0,0.0,1.55
2.0,66.0,2.0,8.0,40.0,1.0,100.0,4.0,0.36,15.0,0.0,11.6,1.21,0.0,0.0,1.002
1.0,66.0,4.0,1.0,0.0,1.0,0.0,4.0,0.36,15.0,0.637,0.0,2.0,0.0,0.0,0.708
1.0,44.0,2.0,3.0,100.0,1.0,1.0,4.0,0.4,6.0,1.1,25.0,12.0,0.0,0.0,1.0
1.0,53.0,2.0,1.0,0.0,1.0,100.0,4.0,0.36,15.0,0.0,0.0,0.0,0.0,0.0,0.99
1.0,47.0,2.0,6.0,105.765,3.0,12.0,3.0,0.36,15.0,0.0,0.0,3.0,0.0,0.0,1.0
1.0,73.0,2.0,2.0,500.0,3.0,16.0,4.0,0.36,15.0,2.635,0.0,14.0,188.0,0.0,2.0
1.0,79.0,2.0,10.0,104.395,2.0,100.0,4.0,0.36,15.0,2.0,0.0,1000.0,1.202,0.113,2.803
2.0,63.0,2.0,4.0,240.405,3.0,0.0,4.0,0.0,15.0,0.0,0.0,170.793,160.597,0.0,1.0
2.0,38.0,1.0,11.0,245.0,1.0,50.0,4.0,0.0,8.5,3.56,189.0,3.0,1.5,0.035,1.16
1.0,58.0,2.0,2.0,190.0,2.0,50.0,4.0,0.6,10.0,4.375,0.0,20.0,0.0,0.0,0.85
1.0,83.0,2.0,11.0,149.652,1.0,50.0,4.0,0.36,15.0,1.52,39.376,19.817,1407.504,0.0,4.853
2.0,51.0,1.0,10.0,120.202,2.0,60.0,4.0,0.36,15.0,2.567,0.0,33.864,0.0,0.0,0.7
1.0,68.0,2.0,2.0,600.0,3.0,100.0,3.0,0.0,110.0,1.38,0.0,90.0,11410.265,340.0,5.0
1.0,67.0,2.0,4.0,190.0,3.0,50.0,3.0,0.36,15.0,2.0,205.6,1.5,0.0,0.0,1.96
1.0,39.0,1.0,13.0,200.0,3.0,15.0,4.0,0.36,15.0,1.293,69.4,3.5,0.0,0.0,0.603
1.0,52.0,1.0,6.0,167.128,3.0,50.0,4.0,0.0,0.8,1.5,0.0,19.0,0.0,0.0,0.8
1.0,78.0,2.0,11.0,1000.0,3.0,8.0,2.0,0.36,15.0,4.506,0.0,18.895,1291.444,86.11,4.0
1.0,53.0,2.0,2.0,57.717,2.0,10.0,4.0,0.36,15.0,0.827,0.0,4.0,0.0,0.0,0.8
1.0,51.0,2.0,11.0,192.324,1.0,50.0,4.0,0.36,10.0,0.0,2.5,16.3,8.0,0.0,1.45
2.0,71.0,2.0,13.0,450.0,3.0,25.0,3.0,0.0,78.896,2.686,0.0,85.008,168.76,0.78,4.78
1.0,77.0,2.0,11.0,200.0,3.0,60.0,3.0,0.0,26.0,2.7,0.0,60.0,50.0,0.0,1.5
2.0,60.0,6.0,2.0,300.0,1.0,0.0,4.0,0.0,8.0,0.0,0.0,7.501,0.0,0.0,0.8
1.0,64.0,2.0,2.0,200.0,1.0,0.0,4.0,0.36,15.0,0.6,0.0,20.0,0.0,0.0,1.2
